closing,2
killed,6
spring,5
go,37
damaged,1
lies,2
made,12
combined,1
built,7
come,7
enters,1
invest,1
called,29
showing,1
brewing,1
use,6
conquer,1
were,3
goes,1
cortana,3
fly,37
growing,10
cardelain,1
ozaukee,1
buy,70
falls,5
make,9
apply,1
rocking,1
visit,9
walking,3
bob,3
begin,6
pray,1
set,5
take,8
shot,2
eat,11
injected,1
join,6
serves,2
saying,1
push,1
changing,1
grows,2
flying,1
ride,3
parade,1
disney,1
grown,13
hit,7
grow,14
opening,1
walk,1
running,2
fall,3
paris,1
ohio,6
impacted,2
logan,1
wuk,1
defend,1
grapetree,1
drive,3
hold,2
afb,4
receives,1
building,2
hueneme,1
swim,3
leave,3
dowling,1
visiting,1
suny,1
brought,2
inyo,1
touch,2
bring,2
hide,1
kicking,1
speak,3
film,4
died,6
play,2
cross,2
filmed,2
pierce,1
spend,1
meaulte,1
snellgrove,1
grab,1
pointed,1
acquired,1
portrait,1
dive,1
reached,1
buffer,1
rank,1
settle,2
rent,7
gives,2
jose,1
hansen,1
mailing,1
float,1
run,4
drew,1
panagdait,1
lay,1
assassinated,3
screech,1
padderborn,1
mount,4
put,5
call,2
pat,1
donate,1
uses,1
send,8
s,2
kc,1
repair,1
held,2
launched,1
rising,1
touching,2
roost,1
semmens,1
cut,2
establish,1
store,2
docked,1
get,1
tell,3
host,1
mar,1
die,2
watch,2
arcade,1
inter,1
felt,1
sam,1
ered,1
save,1
returned,1
rebuild,1
given,4
chuck,1
vote,2
wrote,1
breed,2
allen,1
isaac,1
add,1
fix,1
mike,1
started,2
pull,1
purchase,3
hunt,1
develop,2
leaves,2
settled,1
ate,1
sgt,1
catch,3
recharge,1
fixed,1
flack,1
map,1
makes,1
check,2
affected,4
end,2
spoken,2
took,1
limited,1
gallie,1
going,1
playing,3
began,1
hitting,1
emptied,1
abbreviated,1
flowing,1
invade,1
headed,1
sunk,1
pump,1
switch,1
acquire,1
say,3
build,1
dried,1
filming,2
usa,1
developing,1
renew,1
flow,1
entered,1
show,1
travel,1
drop,1
decorating,1
riding,1
arrive,1
flooded,1
flood,1
carry,1
jarred,1
comes,1
donuts,1
snow,1
performing,3
wich,1
stop,1
place,1
fishing,1
open,1
enter,1
sing,1
rose,1
came,1
start,1
rosebud,1
lng,1
evolve,1
serve,1
lmf,1
form,1
sent,1
try,1
bend,1
