county,8543
airport,445
area,105
bay,10
beach,46
building,48
business,3
city,523
camp,20
continent,148
hospital,22
land,21
lake,10
home,15
ocean,50
town,164
desert,14
district,100
zone,251
region,230
state,516
gulf,1
restaurant,29
aquarium,3
bridge,17
hotel,40
location,58
place,63
bank,8
island,114
municipality,11
neighborhood,27
parish,112
peninsula,9
province,80
sea,34
street,41
theater,8
township,68
rock,12
rivers,5
estates,1
enterprises,1
plaza,8
school,23
resort,13
club,5
station,45
port,32
pub,1
stadium,12
road,19
borough,12
park,38
wetlands,2
ranch,12
church,4
ranches,2
country,85
pit,2
cape,3
university,20
site,3
ruins,7
house,27
mountain,8
college,21
apartment,8
estate,4
bar,7
suburb,4
sand,8
cabin,2
castle,7
office,15
enterprise,2
hill,6
shop,2
facility,7
frontier,3
landfill,1
states,6
stores,2
perfecture,1
valley,13
highland,6
landmarks,5
wall,5
village,13
campus,1
creek,1
beaches,1
islands,1
woodlands,1
fort,13
arrondissement,1
facilities,3
upland,2
schools,2
delta,13
ford,4
fields,1
coastline,1
mound,3
mall,5
mounds,1
store,7
community,5
spots,1
cemetery,6
tower,3
museum,11
settlement,3
caves,2
field,7
residence,2
clinic,5
quarries,1
landmark,2
winery,2
forest,9
confluence,2
police station,1
market,10
seaport,1
hollow,1
ward,2
habitat,5
library,2
farm,8
watershed,2
mountains,6
grassland,3
river,10
highway,3
quarry,2
campground,1
gate,2
cabins,1
hometown,1
wood,1
factory,2
square,2
inland,2
peak,3
huts,1
cave,3
railway,2
shire,1
peaks,1
department,1
cafe,1
monument,3
elementary school,2
gates,1
inn,2
garage,1
banks,2
summit,4
playground,1
parishes,1
isl,1
yard,1
locality,1
apartments,1
ruin,1
reef,1
spot,1
moors,1
housing,1
zoo,1
hut,1
islet,1
pier,1
lakes,1
campgrounds,1
terrirtory,1
colleges,1
towers,1
